no,ranking,bookname,authors,publisher,publication_year,isbn13,addition_symbol,class_no,class_nm,loan_count,sales_point,price,page_count,review_count,average_rating,최다연령대_여성,최다연령대_남성,성비_여성,20~30대_남성,20~30대_여성,분류,대출수준,단행/시리즈,중분류,소분류,data,키워드
2514,2508,키드 스파이,맥 바넷 글 ;이재원 옮김,시공사,2020,9791165790691,A74840,843.0,문학 > 영미문학 > 소설,447.0,1541,12150,164.0,28.0,9.8,40.0,40.0,0.9,1.9,22.1,동화/명작/고전,하위권,시리즈, 영미문학 , 소설,"키드 스파이,9791165790691","[""첩보"", ""정체성"", ""성장"", ""미스터리"", ""우정""]"
2515,2508,구름빵 나도 자전거 탈래,"글·그림: GIMC,김향수",한솔수북,2013,9791195140053,A73800,813.7,문학 > 한국문학 > 소설,553.0,286,9000,28.0,7.0,9.4,30.0,40.0,0.8,3.8,42.0,그림책,하위권,시리즈, 한국문학 , 소설,"구름빵 나도 자전거 탈래,9791195140053","[""자전거"", ""성장"", ""도전"", ""꿈""]"
2516,2508,엉덩이 탐정,[원작: 트롤] ;옮긴이: 허숙,고은문화사,2020,9791196623289,A77830,830.0,문학 > 일본문학 > 일본문학,472.3333333333333,988,10800,128.0,45.0,9.8,40.0,40.0,0.8,3.2,33.7,TV/만화/영화,하위권,시리즈, 일본문학 , 일본문학,"엉덩이 탐정,9791196623289","[""추리"", ""탐정"", ""엉덩이"", ""수수께끼""]"
2517,2508,진짜 진짜 멋진 친구 :이지 그림책,이지,페이퍼독,2023,9791197931611,A77810,813.7,문학 > 한국문학 > 소설,553.0,593,14400,44.0,28.0,10.0,40.0,30.0,0.9,6.5,32.6,그림책,하위권,단행본, 한국문학 , 소설,"진짜 진짜 멋진 친구 :이지 그림책,9791197931611","[""우정"", ""성장"", ""공감"", ""지지"", ""사랑""]"
2519,2518,잘못 뽑은 반장,이은재 글 ;서영경 그림,김영사,2009,9788934933700,A73810,813.6,문학 > 한국문학 > 소설,552.0,22702,11700,217.0,15.0,9.7,40.0,40.0,0.8,2.0,21.3,동화/명작/고전,하위권,단행본, 한국문학 , 소설,"잘못 뽑은 반장,9788934933700","[""학교"", ""우정"", ""성장"", ""갈등"", ""리더십""]"
2522,2518,속이 텅 빈 만두,글·그림: 마츠나가 모에 ;옮김: 윤수정,키즈바이브,2023,9791166462894,A74800,833.6,문학 > 일본문학 > 소설,552.0,112,10800,40.0,0.0,0.0,40.0,30.0,0.8,5.9,23.5,그림책,하위권,단행본, 일본문학 , 소설,"속이 텅 빈 만두,9791166462894","[""성장"", ""가족"", ""치유"", ""사랑"", ""슬픔""]"
2524,2518,내복토끼,글: 최정아 ;그림: 이유승,작가의탄생,2021,9791170478683,A73810,813.7,문학 > 한국문학 > 소설,552.0,959,11700,36.0,1.0,10.0,40.0,40.0,0.8,4.8,22.3,그림책,하위권,단행본, 한국문학 , 소설,"내복토끼,9791170478683","[""동화"", ""토끼"", ""모험""]"
2525,2518,시간 계단,글: 마스다 미리 ;옮김: 김수정,키위북스,2021,9791185173801,A77830,833.6,문학 > 일본문학 > 소설,552.0,283,13500,40.0,63.0,10.0,40.0,40.0,0.9,3.6,26.4,그림책,하위권,단행본, 일본문학 , 소설,"시간 계단,9791185173801","[""SF"", ""미래"", ""시간"", ""여행"", ""감정""]"
2526,2518,노트북 :니컬러스 스파크스 장편소설,지은이: 니컬러스 스파크스 ;옮긴이: 박설영,모모,2024,9791193358825,A03840,843.5,문학 > 영미문학 > 소설,552.0,9674,13500,240.0,6.0,9.7,10.0,20.0,0.8,8.9,17.6,로맨스소설,하위권,단행본, 영미문학 , 소설,"노트북 :니컬러스 스파크스 장편소설,9791193358825","[""로맨스"", ""사랑"", ""인연"", ""이별"", ""회상""]"
2527,2518,우체국 아가씨,슈테판 츠바이크 지음 ;남기철 옮김,빛소굴,2023,9791198088529,A03850,853.0,문학 > 독일문학 > 소설,552.0,2618,15120,432.0,18.0,9.6,40.0,50.0,0.8,5.1,28.8,세계의 소설,하위권,단행본, 독일문학 , 소설,"우체국 아가씨,9791198088529","[""로맨스"", ""사랑"", ""성장"", ""청춘"", ""감동""]"
2529,2528,잃어버린 시간을 찾아서,지은이: 마르셀 프루스트 ;옮긴이: 김희영,민음사,2012,9788937485619,A04860,863.0,문학 > 프랑스문학 > 소설,551.0,8626,13500,324.0,46.0,8.9,40.0,40.0,0.7,13.2,33.8,프랑스소설,하위권,시리즈, 프랑스문학 , 소설,"잃어버린 시간을 찾아서,9788937485619","[""기억"", ""시간"", ""회상"", ""과거""]"
2530,2528,너는 기억 못하겠지만 :후지마루 장편소설,지은이: 후지마루 ;옮긴이: 김은모,북이십일 아르테,2019,9788950978976,A03830,833.6,문학 > 일본문학 > 소설,551.0,4737,16200,368.0,124.0,8.5,40.0,20.0,0.5,36.4,19.8,추리/미스터리소설,하위권,단행본, 일본문학 , 소설,"너는 기억 못하겠지만 :후지마루 장편소설,9788950978976","[""로맨스"", ""사랑"", ""기억"", ""재회"", ""상처""]"
2531,2528,구름빵 토닥토닥 말다툼,"글·그림: GIMC,김향수",한솔교육,2012,9788953584044,A74800,813.7,문학 > 한국문학 > 소설,551.0,377,9000,26.0,28.0,10.0,30.0,40.0,0.8,6.9,46.3,그림책,하위권,시리즈, 한국문학 , 소설,"구름빵 토닥토닥 말다툼,9788953584044","[""동화"", ""우정"", ""화해"", ""감정""]"
2532,2528,나뭇잎 손님과 애벌레 미용사,글·그림: 이수애,한울림어린이,2015,9788998465759,A77810,813.7,문학 > 한국문학 > 소설,551.0,2129,17100,40.0,24.0,9.8,40.0,40.0,0.9,3.2,38.2,그림책,하위권,단행본, 한국문학 , 소설,"나뭇잎 손님과 애벌레 미용사,9788998465759","[""우정"", ""성장"", ""변신"", ""자연""]"
2534,2528,암행 :정명섭 장편소설,지은이: 정명섭,투유드림,2025,9791193190296,A03810,813.7,문학 > 한국문학 > 소설,551.0,3298,15120,324.0,28.0,9.2,40.0,40.0,0.7,9.4,21.4,판타지/환상문학,하위권,단행본, 한국문학 , 소설,"암행 :정명섭 장편소설,9791193190296","[""역사"", ""추리"", ""정치"", ""조선""]"
2535,2535,안녕 주정뱅이 :권여선 소설집,지은이: 권여선,창비,2016,9788936437381,A03810,813.7,문학 > 한국문학 > 소설,550.0,11699,13500,276.0,73.0,9.0,30.0,40.0,0.7,9.3,37.400000000000006,한국소설,하위권,단행본, 한국문학 , 소설,"안녕 주정뱅이 :권여선 소설집,9788936437381","[""성장"", ""가족"", ""정체성"", ""청춘"", ""관계""]"
2536,2535,모래의 여자,아베 코보 지음;김난주 옮김,민음사,2001,9788937460555,A04830,833.6,문학 > 일본문학 > 소설,550.0,9976,9000,248.0,109.0,8.7,20.0,30.0,0.7,22.3,44.4,일본소설,하위권,시리즈, 일본문학 , 소설,"모래의 여자,9788937460555","[""모래"", ""구덩이"", ""여인"", ""집착"", ""탈출""]"
2537,2535,에드거 앨런 포 단편선,지은이: 에드거 앨런 포 ;옮긴이: 전승희,민음사,2013,9788937463082,A04800,843.4,문학 > 영미문학 > 소설,550.0,8282,10350,336.0,13.0,8.4,20.0,20.0,0.7,15.7,38.5,호러.공포소설,하위권,시리즈, 영미문학 , 소설,"에드거 앨런 포 단편선,9788937463082","[""공포"", ""추리"", ""고딕"", ""초자연""]"
2539,2535,밀실살인게임 :우타노 쇼고 장편소설,지은이: 우타노 쇼고 ;옮긴이: 김은모,한즈미디어,2010,9788959752935,A03830,833.6,문학 > 일본문학 > 소설,550.0,3722,11700,480.0,53.0,8.5,40.0,20.0,0.6,23.9,28.3,추리/미스터리소설,하위권,단행본, 일본문학 , 소설,"밀실살인게임 :우타노 쇼고 장편소설,9788959752935","[""추리"", ""밀실"", ""살인"", ""반전"", ""게임""]"
2540,2535,작고 작고 큰 :상상력 놀이터·미니어처 세상,타나카 타츠야 지음 ;권남희 옮김,토토북,2023,9788964964958,A77830,833.6,문학 > 일본문학 > 소설,550.0,1563,13500,40.0,21.0,9.8,40.0,40.0,0.9,4.1,29.1,그림책,하위권,단행본, 일본문학 , 소설,"작고 작고 큰 :상상력 놀이터·미니어처 세상,9788964964958","[""미니어처"", ""상상력"", ""놀이터"", ""세상""]"
2541,2535,회복하는 인간 =Convalescence,지은이: 한강 ;옮긴이: 전승희,아시아,2013,9788994006826,A04810,813.62,문학 > 한국문학 > 소설,550.0,17108,8550,92.0,13.0,8.9,50.0,50.0,0.7,4.8,19.1,한국소설,하위권,단행본, 한국문학 , 소설,"회복하는 인간 =Convalescence,9788994006826","[""치유"", ""성장"", ""용기"", ""희망""]"
2542,2535,루팡의 딸 =Daughter of Lupin,저자: 요코제키 다이 ;옮긴이: 최재호,북플라자,2019,9788998274412,A03830,833.6,문학 > 일본문학 > 소설,550.0,7509,13500,328.0,11.0,7.8,40.0,40.0,0.7,10.9,13.6,추리/미스터리소설,하위권,단행본, 일본문학 , 소설,"루팡의 딸 =Daughter of Lupin,9788998274412","[""코미디"", ""로맨스"", ""가족"", ""범죄""]"
2544,2535,이 세상 최고의 딸기,하야시 기린 글 ;고향옥 옮김,길벗스쿨,2019,9791164060184,A77830,833.6,문학 > 일본문학 > 소설,550.0,1833,15300,32.0,8.0,9.4,40.0,40.0,0.9,1.4,30.3,그림책,하위권,단행본, 일본문학 , 소설,"이 세상 최고의 딸기,9791164060184","[""동화"", ""행복"", ""사랑"", ""성장""]"
2545,2535,마녀 축제 :김신희 그림책,글·그림: 김신희,북극곰,2024,9791165883973,A74810,813.7,문학 > 한국문학 > 소설,550.0,356,15300,56.0,6.0,10.0,40.0,40.0,0.9,0.0,20.6,그림책,하위권,단행본, 한국문학 , 소설,"마녀 축제 :김신희 그림책,9791165883973","[""판타지"", ""마녀"", ""축제"", ""그림책""]"
2546,2535,잡아먹혀 봅시다,심보영 글·그림,Sigongsa,2024,9791171257386,A77810,813.7,문학 > 한국문학 > 소설,550.0,260,14400,44.0,6.0,10.0,30.0,40.0,0.8,6.6,36.7,그림책,하위권,단행본, 한국문학 , 소설,"잡아먹혀 봅시다,9791171257386","[""SF"", ""우주"", ""탐험"", ""인간"", ""생존""]"
2547,2535,종이학 살인사건,저자: 치넨 미키토 ;옮긴이: 권하영,북플라자,2023,9791190157780,A03830,833.6,문학 > 일본문학 > 소설,550.0,1107,14850,412.0,8.0,8.5,40.0,20.0,0.6,29.8,20.5,추리/미스터리소설,하위권,단행본, 일본문학 , 소설,"종이학 살인사건,9791190157780","[""미스터리"", ""사건"", ""수수께끼"", ""범인"", ""진실""]"
2548,2535,소원을 이루어주는 섬 :유영광 장편소설,지은이: 유영광,클레이하우스,2025,9791193235423,A03810,813.7,문학 > 한국문학 > 소설,550.0,2805,15300,296.0,37.0,9.9,40.0,40.0,0.8,7.1,17.1,판타지/환상문학,하위권,단행본, 한국문학 , 소설,"소원을 이루어주는 섬 :유영광 장편소설,9791193235423","[""성장"", ""환상"", ""사랑"", ""우정""]"
2550,2549,먹어 보면 알지 :이지은 그림책,글·그림: 이지은,웅진씽크빅,2025,9788901296524,A74800,813.7,문학 > 한국문학 > 소설,549.0,21044,15300,64.0,67.0,9.9,40.0,40.0,0.9,2.0,19.9,그림책,하위권,단행본, 한국문학 , 소설,"먹어 보면 알지 :이지은 그림책,9788901296524","[""그림책"", ""맛"", ""경험"", ""이해""]"
2552,2549,부끄럼쟁이 꼬마 유령,플라비아 Z. 드라고 글·그림 ;신수진 옮김,비룡소,2020,9788949105277,A74800,843.0,문학 > 영미문학 > 소설,926.0,445,13500,36.0,10.0,9.8,30.0,30.0,0.9,3.9,64.60000000000001,그림책,하위권,단행본, 영미문학 , 소설,"부끄럼쟁이 꼬마 유령,9788949105277","[""판타지"", ""유령"", ""친구"", ""용기"", ""변화""]"
2553,2549,특종! 쌓기의 달인 :노인경 그림책,지은이: 노인경,문학동네,2024,9788954698610,A77810,813.7,문학 > 한국문학 > 소설,549.0,737,13500,40.0,20.0,9.9,40.0,40.0,0.9,3.1,17.7,그림책,하위권,단행본, 한국문학 , 소설,"특종! 쌓기의 달인 :노인경 그림책,9788954698610","[""그림책"", ""쌓기"", ""달인""]"
2554,2549,똥친구,노부미 글·그림 ;고대영 옮김,길벗어린이,2017,9788955824063,A77830,833.6,문학 > 일본문학 > 소설,549.0,346,10800,40.0,13.0,9.7,30.0,40.0,0.9,3.6,49.7,그림책,하위권,단행본, 일본문학 , 소설,"똥친구,9788955824063","[""친구"", ""우정"", ""코믹"", ""성장"", ""유머""]"
2555,2549,절대로 누르면 안 돼! 크리스마스에도,빌 코터 글·그림 ;이정훈 옮김,북뱅크,2020,9788966351268,A77840,843.0,문학 > 영미문학 > 소설,549.0,1277,10800,24.0,14.0,9.9,30.0,40.0,0.9,3.9,47.1,그림책,하위권,단행본, 영미문학 , 소설,"절대로 누르면 안 돼! 크리스마스에도,9788966351268","[""동화"", ""선물"", ""협동"", ""친구"", ""행복""]"
2556,2556,(꼬마버스 타요) 사이좋게 지내요,글: 아이코닉스 ;그림: 스튜디오 게일,아이코닉스,2019,9788964133941,A77710,813.7,문학 > 한국문학 > 소설,548.0,605,9000,36.0,0.0,0.0,30.0,40.0,0.8,9.6,45.2,그림책,하위권,단행본, 한국문학 , 소설,"(꼬마버스 타요) 사이좋게 지내요,9788964133941","[""우정"", ""협동"", ""다름"", ""이해"", ""공존""]"
2559,2556,파괴자들의 밤,"작가: 서미애,이은영",안전가옥,2023,9791193024140,A03810,813.7,문학 > 한국문학 > 소설,548.0,1088,14400,358.0,17.0,9.2,30.0,50.0,0.8,5.5,45.900000000000006,추리/미스터리소설,하위권,단행본, 한국문학 , 소설,"파괴자들의 밤,9791193024140","[""공포"", ""밤"", ""파괴"", ""생존""]"
2560,2556,공룡 놀이공원 :캬오오스! 초대합니다,야마시타 코헤이 글 그림 ;김정화 옮김,파스텔하우스,2024,9791198332981,A77830,833.6,문학 > 일본문학 > 소설,548.0,202,15120,48.0,22.0,9.9,30.0,40.0,0.9,2.1,48.9,그림책,하위권,단행본, 일본문학 , 소설,"공룡 놀이공원 :캬오오스! 초대합니다,9791198332981","[""공룡"", ""놀이공원"", ""괴수"", ""초대""]"
2562,2561,한 말씀만 하소서,지은이: 박완서,세계사컨텐츠그룹,2024,9788933872482,A03810,816.6,"문학 > 한국문학 > 일기, 서간, 기행",547.0,11846,15300,212.0,47.0,9.5,40.0,40.0,0.8,6.5,22.6,한국에세이,하위권,단행본, 한국문학 ," 일기, 서간, 기행","한 말씀만 하소서,9788933872482","[""성경"", ""믿음"", ""사랑"", ""구원""]"
2564,2564,날 좀 그냥 내버려 둬!,베라 브로스골 글·그림 ;김서정 옮김,미래엔,2017,9788937844133,A77840,843.0,문학 > 영미문학 > 소설,546.0,442,10800,44.0,17.0,9.7,40.0,40.0,0.9,4.4,33.6,그림책,하위권,단행본, 영미문학 , 소설,"날 좀 그냥 내버려 둬!,9788937844133","[""성장"", ""갈등"", ""관계"", ""용기""]"
2565,2564,오늘도 너를 사랑해,이누이 사에코 글·그림 ;고향옥 옮김,비룡소,2023,9788949108308,A77800,833.6,문학 > 일본문학 > 소설,546.0,6773,11700,40.0,22.0,9.9,40.0,40.0,0.8,5.2,30.1,그림책,하위권,단행본, 일본문학 , 소설,"오늘도 너를 사랑해,9788949108308","[""성장"", ""위로"", ""우정"", ""사랑""]"
2566,2564,너는 어떤 씨앗이니?,최숙희 글·그림,책읽는곰,2013,9788993242812,A77810,813.7,문학 > 한국문학 > 소설,1040.0,9368,9900,40.0,21.0,9.5,30.0,30.0,0.9,5.4,47.2,그림책,하위권,시리즈, 한국문학 , 소설,"너는 어떤 씨앗이니?,9788993242812","[""성장"", ""우정"", ""모험"", ""용기"", ""꿈""]"
2569,2568,똥방패,이정록 글 ;강경수 그림,창비,2015,9788936454869,A77810,813.7,문학 > 한국문학 > 소설,545.0,797,10800,40.0,4.0,9.7,40.0,40.0,0.9,2.6,32.6,그림책,하위권,단행본, 한국문학 , 소설,"똥방패,9788936454869","[""판타지"", ""영웅"", ""성장"", ""모험""]"
2570,2568,귀신 선생님과 진짜 아이들,남동윤 만화,사계절,2014,9788958288053,A77810,810.0,문학 > 한국문학 > 한국문학,545.0,5494,13050,196.0,26.0,9.8,40.0,40.0,0.8,2.2,22.7,TV/만화/영화,하위권,단행본, 한국문학 , 한국문학,"귀신 선생님과 진짜 아이들,9788958288053","[""공포"", ""괴물"", ""학교"", ""우정"", ""성장""]"
2572,2568,꿈의 학교 :허아성 그림책,허아성,책읽는곰,2021,9791158364366,A77810,813.7,문학 > 한국문학 > 소설,913.0,634,12600,44.0,4.0,10.0,40.0,40.0,0.8,2.4,30.1,그림책,하위권,단행본, 한국문학 , 소설,"꿈의 학교 :허아성 그림책,9791158364366","[""동화"", ""성장"", ""우정"", ""용기"", ""꿈""]"
2574,2568,우연한 불행,지은이: 프란츠 카프카 ;옮긴이: 박종대,위즈덤하우스,2024,9791171712038,A03850,853.0,문학 > 독일문학 > 소설,545.0,2099,13500,216.0,28.0,8.0,30.0,30.0,0.8,8.4,48.9,독일소설,하위권,단행본, 독일문학 , 소설,"우연한 불행,9791171712038","[""성장"", ""모험"", ""우정""]"
2575,2568,망망망망 망했다,글: 백혜진 ;그림: 영민,슈크림북,2023,9791190409407,A74810,813.7,문학 > 한국문학 > 소설,545.0,483,11700,80.0,15.0,9.9,40.0,40.0,0.9,1.9,19.3,동화/명작/고전,하위권,단행본, 한국문학 , 소설,"망망망망 망했다,9791190409407","[""판타지"", ""모험"", ""우정""]"
2577,2576,난 토마토 절대 안 먹어,로렌 차일드 글·그림;조은수 옮김,국민서관,2001,9788911020003,A77840,843.0,문학 > 영미문학 > 소설,1040.0,23861,11700,30.0,122.0,9.3,30.0,30.0,0.8,10.5,71.5,그림책,하위권,시리즈, 영미문학 , 소설,"난 토마토 절대 안 먹어,9788911020003","[""음식"", ""거부"", ""성장"", ""가족""]"
2578,2576,단어수집가,피터 레이놀즈 글·그림 ;김경연 옮김,문학동네,2018,9788954651721,A77840,843.0,문학 > 영미문학 > 소설,544.0,4290,12600,40.0,1.0,10.0,40.0,40.0,0.9,2.9,30.4,그림책,하위권,단행본, 영미문학 , 소설,"단어수집가,9788954651721","[""창작"", ""단어"", ""상상"", ""언어"", ""집착""]"
2579,2576,웹소설 써서 먹고삽니다 =웃기는 작가 빵무늬의 돈 되는 작법 수업 /Living by writing web fiction,정무늬 지음,길벗,2021,9791165215286,A03000,802.3,"문학 > 문학 > 문장작법, 수사학",544.0,4063,15300,288.0,17.0,9.7,30.0,30.0,0.7,13.8,46.5,e비즈니스/창업,하위권,단행본, 문학 ," 문장작법, 수사학","웹소설 써서 먹고삽니다 =웃기는 작가 빵무늬의 돈 되는 작법 수업 /Living by writing web fiction,9791165215286","[""웹소설"", ""작가"", ""수입"", ""재테크""]"
2581,2581,범인 없는 살인의 밤,지은이: 히가시노 게이고 ;옮긴이: 윤성원,알에이치코리아,2021,9788925588957,A03830,833.6,문학 > 일본문학 > 소설,524.5,1362,16200,360.0,11.0,8.7,40.0,20.0,0.6,23.200000000000003,31.5,추리/미스터리소설,하위권,단행본, 일본문학 , 소설,"범인 없는 살인의 밤,9788925588957","[""미스터리"", ""추리"", ""트릭"", ""사건"", ""반전""]"
2582,2581,고요의 바다에서 :에밀리 세인트존 맨델 장편소설,지은이: 에밀리 세인트존 맨델 ;옮긴이: 강동혁,열린책들,2024,9788932924373,A03840,843.6,문학 > 영미문학 > 소설,543.0,4902,15120,376.0,8.0,9.2,40.0,40.0,0.7,9.2,29.4,과학소설(SF),하위권,단행본, 영미문학 , 소설,"고요의 바다에서 :에밀리 세인트존 맨델 장편소설,9788932924373","[""SF"", ""탐사"", ""고독"", ""우주"", ""생존""]"
2583,2581,오늘도 고마워,글: 윤여림 ;그림: 이미정,북이십일 을파소,2020,9788950982195,A77810,813.7,문학 > 한국문학 > 소설,543.0,816,13500,36.0,10.0,10.0,30.0,40.0,0.9,2.9,47.2,그림책,하위권,단행본, 한국문학 , 소설,"오늘도 고마워,9788950982195","[""일상"", ""관계"", ""공감"", ""성장""]"
